,Segment>>,Consumer,Unnamed: 2,Unnamed: 3,Unnamed: 4,Consumer Total,Corporate,Unnamed: 7,Unnamed: 8,Unnamed: 9,Corporate Total,Home Office,Unnamed: 12,Unnamed: 13,Unnamed: 14,Home Office Total
392,CA-2013-142895,,,,370.184,370.184,,,,,,,,,,
393,CA-2013-143308,,10.74,,,10.74,,,,,,,,,,
394,CA-2013-143805,,,,,,,,2145.2499999999995,,2145.2499999999995,,,,,
395,CA-2013-144344,,314.39300000000003,,,314.39300000000003,,,,,,,,,,
396,CA-2013-145247,79.14,,,,79.14,,,,,,,,,,
397,CA-2013-145499,3.2820000000000005,,,,3.2820000000000005,,,,,,,,,,
398,CA-2013-145709,,,,,,,,,64.24799999999999,64.24799999999999,,,,,
399,CA-2013-145905,,,,1264.14,1264.14,,,,,,,,,,
400,CA-2013-146143,,,,133.38,133.38,,,,,,,,,,
401,CA-2013-146150,,,,264.18,264.18,,,,,,,,,,
402,CA-2013-146171,,,,,,,,,,,,,,558.24,558.24
403,CA-2013-147368,695.7,,,,695.7,,,,,,,,,,
404,CA-2013-148684,,,,870.04,870.04,,,,,,,,,,
405,CA-2013-149111,,,,,,,,,,,,,55.416000000000004,,55.416000000000004
406,CA-2013-149454,,,,,,,,,,,10.44,,,,10.44
407,CA-2013-149783,,,131.104,,131.104,,,,,,,,,,
408,CA-2013-149979,,,487.21999999999997,,487.21999999999997,,,,,,,,,,
409,CA-2013-150000,,,,17.92,17.92,,,,,,,,,,
410,CA-2013-151155,,,,,,,,,,,,,,34.34,34.34
411,CA-2013-152156,,,993.8999999999999,,993.8999999999999,,,,,,,,,,
412,CA-2013-152163,,85.5,,,85.5,,,,,,,,,,
413,CA-2013-152471,,839.9440000000002,,,839.9440000000002,,,,,,,,,,
414,CA-2013-153318,,,,,,783.9600000000002,,,,783.9600000000002,,,,,
415,CA-2013-154060,,,,187.056,187.056,,,,,,,,,,
416,CA-2013-154403,,,,,,,,,,,,,,4.98,4.98
417,CA-2013-154690,,,225.29600000000002,,225.29600000000002,,,,,,,,,,
418,CA-2013-155138,,,,99.87200000000001,99.87200000000001,,,,,,,,,,
419,CA-2013-155439,,,,,,,,,,,,,,25.92,25.92
420,CA-2013-155670,,,21.504000000000005,,21.504000000000005,,,,,,,,,,
421,CA-2013-156503,,,,305.248,305.248,,,,,,,,,,
422,CA-2013-156573,,,,60.485,60.485,,,,,,,,,,
423,CA-2013-157161,,,,,,,,199.18,,199.18,,,,,
424,CA-2013-157245,,,,641.96,641.96,,,,,,,,,,
425,CA-2013-157280,1120.73,,,,1120.73,,,,,,,,,,
426,CA-2013-157364,18.48,,,,18.48,,,,,,,,,,
427,CA-2013-157588,,,,88.15,88.15,,,,,,,,,,
428,CA-2013-157763,,,,,,,,,140.81,140.81,,,,,
429,CA-2013-158841,,,8805.04,,8805.04,,,,,,,,,,
430,CA-2013-159142,,,,,,,,,,,177.78,,,,177.78
431,CA-2013-159212,,,,,,,,,,,,,,273.59000000000003,273.59000000000003
432,CA-2013-159653,,14.73,,,14.73,,,,,,,,,,
433,CA-2013-159765,,,27.86,,27.86,,,,,,,,,,
434,CA-2013-159891,,,,,,,,,,,,,,1396.35,1396.35
435,CA-2013-159989,,,,40.68,40.68,,,,,,,,,,
436,CA-2013-160234,,,,135.95,135.95,,,,,,,,,,
437,CA-2013-160486,,,,72.224,72.224,,,,,,,,,,
438,CA-2013-160598,,,,,,31.008,,,,31.008,,,,,
439,CA-2013-162159,,,,,,,,,,,121.78,,,,121.78
440,CA-2013-162236,,,,,,,,1106.9240000000002,,1106.9240000000002,,,,,
441,CA-2013-162355,,,1302.83,,1302.83,,,,,,,,,,
442,CA-2013-162747,,,,,,,,86.45,,86.45,,,,,
443,CA-2013-162901,,,,,,31.4,,,,31.4,,,,,
444,CA-2013-163167,,,,,,,,2673.69,,2673.69,,,,,
445,CA-2013-163174,,,,186.54,186.54,,,,,,,,,,
446,CA-2013-163776,,,,1110.5,1110.5,,,,,,,,,,
447,CA-2013-164350,,,,,,,,,,,,,67.56,,67.56
448,CA-2013-164574,,,,732.156,732.156,,,,,,,,,,
449,CA-2013-164735,,,81.19999999999999,,81.19999999999999,,,,,,,,,,
450,CA-2013-164784,377.346,,,,377.346,,,,,,,,,,
451,CA-2013-165316,,,,,,,,,324.38700000000006,324.38700000000006,,,,,
452,CA-2013-165470,,,,,,,,,,,,,,5.08,5.08
453,CA-2013-165827,,,,,,,,,50.496,50.496,,,,,
454,CA-2013-166282,,,,158.256,158.256,,,,,,,,,,
455,CA-2013-166380,,,,,,,,,138.53,138.53,,,,,
456,CA-2013-166485,,,,16.496000000000002,16.496000000000002,,,,,,,,,,
457,CA-2013-168536,,,,66.30000000000001,66.30000000000001,,,,,,,,,,
458,CA-2013-168753,,,1002.7,,1002.7,,,,,,,,,,
459,CA-2013-168893,,,903.7700000000001,,903.7700000000001,,,,,,,,,,
460,CA-2013-169026,,,,,,,,,,,,,,23.34,23.34
461,CA-2013-169103,,,,1466.32,1466.32,,,,,,,,,,
462,CA-2013-169334,,,111.67200000000001,,111.67200000000001,,,,,,,,,,
463,CA-2014-100412,,,,,,,,,,,,,,141.96,141.96
464,CA-2014-100426,,,,12.48,12.48,,,,,,,,,,
465,CA-2014-100622,,,,1030.7420000000002,1030.7420000000002,,,,,,,,,,
466,CA-2014-100902,,,,699.4000000000001,699.4000000000001,,,,,,,,,,
467,CA-2014-101042,,,,843.8399999999999,843.8399999999999,,,,,,,,,,
468,CA-2014-101210,,,13.152000000000001,,13.152000000000001,,,,,,,,,,
469,CA-2014-101273,,,14.336000000000002,,14.336000000000002,,,,,,,,,,
470,CA-2014-101483,,,61.21600000000001,,61.21600000000001,,,,,,,,,,
471,CA-2014-102204,,,,3740.51,3740.51,,,,,,,,,,
472,CA-2014-102309,,,212.91000000000003,,212.91000000000003,,,,,,,,,,
473,CA-2014-102554,,,,,,,,,,,,,,3.76,3.76
474,CA-2014-102610,,,,248.396,248.396,,,,,,,,,,
475,CA-2014-102736,,,,177.07999999999998,177.07999999999998,,,,,,,,,,
476,CA-2014-103009,,,,,,,,26.400000000000002,,26.400000000000002,,,,,
477,CA-2014-103065,,59.82400000000001,,,59.82400000000001,,,,,,,,,,
478,CA-2014-103212,1541.51,,,,1541.51,,,,,,,,,,
479,CA-2014-103499,,,,209.56799999999998,209.56799999999998,,,,,,,,,,
480,CA-2014-104318,,,,,,,,,20.768,20.768,,,,,
481,CA-2014-104731,,,,951.98,951.98,,,,,,,,,,
482,CA-2014-104864,,,,,,,,552.856,,552.856,,,,,
483,CA-2014-105620,141,,,,141.0,,,,,,,,,,
484,CA-2014-106537,,,,20.736000000000004,20.736000000000004,,,,,,,,,,
485,CA-2014-107167,,,,,,,,,1347.5200000000002,1347.5200000000002,,,,,
486,CA-2014-107209,,,194.848,,194.848,,,,,,,,,,
487,CA-2014-107461,,,23.88,,23.88,,,,,,,,,,
488,CA-2014-108035,,,,491.88800000000003,491.88800000000003,,,,,,,,,,
489,CA-2014-108112,,,,559.2,559.2,,,,,,,,,,
490,CA-2014-108287,12.672,,,,12.672,,,,,,,,,,
491,CA-2014-108322,,,,,,,,,26.056000000000004,26.056000000000004,,,,,
492,CA-2014-109183,,,,649,649.0,,,,,,,,,,
493,CA-2014-109589,71,,,,71.0,,,,,,,,,,
494,CA-2014-110198,318.96,,,,318.96,,,,,,,,,,
495,CA-2014-110212,,,,,,,,,,,,,,48.9,48.9
496,CA-2014-110310,,,,,,,,,68.967,68.967,,,,,
497,CA-2014-110926,,,,25.060000000000002,25.060000000000002,,,,,,,,,,
498,CA-2014-112774,34.504000000000005,,,,34.504000000000005,,,,,,,,,,
499,CA-2014-113481,,,,,,740.214,,,,740.214,,,,,
500,CA-2014-113558,,,,,,,,,,,,,,729.6480000000001,729.6480000000001
501,CA-2014-113705,,,874.8,,874.8,,,,,,,,,,
502,CA-2014-114055,,,,,,,,,,,,,819.28,,819.28
503,CA-2014-114412,,,,15.552000000000003,15.552000000000003,,,,,,,,,,
504,CA-2014-114636,,,,192.16000000000003,192.16000000000003,,,,,,,,,,
505,CA-2014-115070,,,,,,,,16.739000000000004,,16.739000000000004,,,,,
506,CA-2014-115448,88.92000000000002,,,,88.92000000000002,,,,,,,,,,
507,CA-2014-115882,,,,,,1017.1360000000001,,,,1017.1360000000001,,,,,
508,CA-2014-116113,,,,,,,,10.16,,10.16,,,,,
509,CA-2014-116855,,,,504.90000000000003,504.90000000000003,,,,,,,,,,
510,CA-2014-116939,,,,177.54999999999998,177.54999999999998,,,,,,,,,,
511,CA-2014-117079,,,,863.8799999999999,863.8799999999999,,,,,,,,,,
512,CA-2014-117198,,,,659.9,659.9,,,,,,,,,,
513,CA-2014-117695,,,,,,13.76,,,,13.76,,,,,
514,CA-2014-118402,,,,243.92,243.92,,,,,,,,,,
515,CA-2014-119004,,,,105.40800000000002,105.40800000000002,,,,,,,,,,
516,CA-2014-119284,,,,,,,,,2942.784,2942.784,,,,,
517,CA-2014-119305,,,,173.79999999999998,173.79999999999998,,,,,,,,,,
518,CA-2014-119669,,,,5.67,5.67,,,,,,,,,,
519,CA-2014-120705,,,,,,,,,,,,,,147.184,147.184
520,CA-2014-120894,,,,28.08,28.08,,,,,,,,,,
521,CA-2014-121314,251.64,,,,251.64,,,,,,,,,,
522,CA-2014-121419,,,,,,,,,,,771.8,,,,771.8
523,CA-2014-121804,,,,72.8,72.8,,,,,,,,,,
524,CA-2014-121818,52.696000000000005,,,,52.696000000000005,,,,,,,,,,
525,CA-2014-122056,,,,181.86,181.86,,,,,,,,,,
526,CA-2014-122154,284.19,,,,284.19,,,,,,,,,,
527,CA-2014-122693,,,,,,,,1245.86,,1245.86,,,,,
528,CA-2014-122707,,,,,,503.22,,,,503.22,,,,,
529,CA-2014-122987,,80.56400000000001,,,80.56400000000001,,,,,,,,,,
530,CA-2014-122994,359.96999999999997,,,,359.96999999999997,,,,,,,,,,
531,CA-2014-123239,,,91.03200000000001,,91.03200000000001,,,,,,,,,,
532,CA-2014-123351,,,,80.48,80.48,,,,,,,,,,
533,CA-2014-123687,,,,,,234.2,,,,234.2,,,,,
534,CA-2014-124296,,,,712.85,712.85,,,,,,,,,,
535,CA-2014-124597,,,,,,,,,,,,,,32.088,32.088
536,CA-2014-124765,,,,723.92,723.92,,,,,,,,,,
537,CA-2014-124828,,,,,,9.552,,,,9.552,,,,,
538,CA-2014-124898,,,,,,,,,,,,,,184.66,184.66
539,CA-2014-125472,253.85999999999999,,,,253.85999999999999,,,,,,,,,,
540,CA-2014-125745,,,,,,,,,19.52,19.52,,,,,
541,CA-2014-125752,,,,,,,,,,,,,,41.42400000000001,41.42400000000001
542,CA-2014-126046,,,,,,,,,12.39,12.39,,,,,
543,CA-2014-126354,,,,119.17800000000001,119.17800000000001,,,,,,,,,,
544,CA-2014-126382,,,,,,,,,35.168000000000006,35.168000000000006,,,,,
545,CA-2014-126774,4.89,,,,4.89,,,,,,,,,,
546,CA-2014-126914,,,,776.0800000000002,776.0800000000002,,,,,,,,,,
547,CA-2014-127306,,,,175.086,175.086,,,,,,,,,,
548,CA-2014-127516,,,,,,,,,,,,,,64.784,64.784
549,CA-2014-127726,,,209.88,,209.88,,,,,,,,,,
550,CA-2014-127803,,,,,,,,,26.16,26.16,,,,,
551,CA-2014-128300,,,,,,,,406.93999999999994,,406.93999999999994,,,,,
552,CA-2014-128363,,,,2382.9260000000004,2382.9260000000004,,,,,,,,,,
553,CA-2014-128475,,,,,,,,,,,,,,71.98,71.98
554,CA-2014-128629,,,18.84,,18.84,,,,,,,,,,
555,CA-2014-128699,,,47.992000000000004,,47.992000000000004,,,,,,,,,,
556,CA-2014-128755,,,,629.86,629.86,,,,,,,,,,
557,CA-2014-128769,,,,,,,,,81.568,81.568,,,,,
558,CA-2014-129021,,,4590.344000000001,,4590.344000000001,,,,,,,,,,
559,CA-2014-129028,,,,,,127.94999999999999,,,,127.94999999999999,,,,,
560,CA-2014-129462,,,740.59,,740.59,,,,,,,,,,
561,CA-2014-129490,,,,,,,,,,,,,,419.13599999999997,419.13599999999997
562,CA-2014-129910,,,,,,,,,,,,,,59.76,59.76
563,CA-2014-130309,,,,544.38,544.38,,,,,,,,,,
564,CA-2014-130834,,,16.272000000000002,,16.272000000000002,,,,,,,,,,
565,CA-2014-130904,,,,22.744,22.744,,,,,,,,,,
566,CA-2014-132185,,,,52.344,52.344,,,,,,,,,,
567,CA-2014-132213,,,,,,,,,,,109.96799999999999,,,,109.96799999999999
568,CA-2014-133095,,,,,,,,,,,,117.62,,,117.62
569,CA-2014-133235,271.96,,,,271.96,,,,,,,,,,
570,CA-2014-133263,,,,,,,,3098.6099999999997,,3098.6099999999997,,,,,
571,CA-2014-133501,,,,5.184000000000001,5.184000000000001,,,,,,,,,,
572,CA-2014-133641,,,,48.69,48.69,,,,,,,,,,
573,CA-2014-133928,,,,4.572000000000001,4.572000000000001,,,,,,,,,,
574,CA-2014-134096,,,,,,,,,,,,,,399.53000000000003,399.53000000000003
575,CA-2014-134495,,,,,,,,269.40000000000003,,269.40000000000003,,,,,
576,CA-2014-134649,,,,,,,,22.63,,22.63,,,,,
577,CA-2014-134810,,,,,,272.23199999999997,,,,272.23199999999997,,,,,
578,CA-2014-135587,,,,372.64,372.64,,,,,,,,,,
579,CA-2014-136826,,,,,,,,,14.015999999999998,14.015999999999998,,,,,
580,CA-2014-137631,,,,751.984,751.984,,,,,,,,,,
581,CA-2014-138779,29.664,,,,29.664,,,,,,,,,,
582,CA-2014-138975,,,,2361.52,2361.52,,,,,,,,,,
583,CA-2014-139353,,,273.088,,273.088,,,,,,,,,,
584,CA-2014-139493,,,,15.920000000000002,15.920000000000002,,,,,,,,,,
585,CA-2014-139619,,,,,,,,,95.616,95.616,,,,,
586,CA-2014-139787,,,,,,,,,,,,,,35.4,35.4
587,CA-2014-139948,,,,7.904000000000001,7.904000000000001,,,,,,,,,,
588,CA-2014-140088,,,301.96,,301.96,,,,,,,,,,
589,CA-2014-140627,,,,303.32000000000005,303.32000000000005,,,,,,,,,,
590,CA-2014-140872,,,,1111.698,1111.698,,,,,,,,,,
591,CA-2014-141446,,,,,,,,,,,,,18,,18.0
592,CA-2014-141614,,,,,,,,,20.736000000000004,20.736000000000004,,,,,
593,CA-2014-142090,,,,2165.658,2165.658,,,,,,,,,,
594,CA-2014-142671,,,,,,,,,,,,,11.520000000000001,,11.520000000000001
595,CA-2014-143567,,,,,,,,3291.0699999999997,,3291.0699999999997,,,,,
596,CA-2014-143756,701.96,,,,701.96,,,,,,,,,,
597,CA-2014-143861,,,,17.088,17.088,,,,,,,,,,
598,CA-2014-144365,,,,11.68,11.68,,,,,,,,,,
599,CA-2014-144456,,,,,,,,,,,220.056,,,,220.056
600,CA-2014-144498,,817.8290000000002,,,817.8290000000002,,,,,,,,,,
601,CA-2014-144694,,,253.824,,253.824,,,,,,,,,,
602,CA-2014-145275,,,,14.940000000000001,14.940000000000001,,,,,,,,,,
603,CA-2014-145310,,,7.824,,7.824,,,,,,,,,,
604,CA-2014-145702,,,,,,,,342.23999999999995,,342.23999999999995,,,,,
605,CA-2014-145737,,,,163.96,163.96,,,,,,,,,,
606,CA-2014-146136,,,,24.448,24.448,,,,,,,,,,
607,CA-2014-146192,,,,675.0600000000001,675.0600000000001,,,,,,,,,,
608,CA-2014-146458,,,22.959999999999997,,22.959999999999997,,,,,,,,,,
609,CA-2014-146535,,,,,,,,,,,,,,1446.8400000000001,1446.8400000000001
610,CA-2014-146983,,,,1577.94,1577.94,,,,,,,,,,
611,CA-2014-147228,,,,458.98400000000004,458.98400000000004,,,,,,,,,,
612,CA-2014-147333,,,,,,,,,204.55,204.55,,,,,
613,CA-2014-147361,,,,,,,,,685.26,685.26,,,,,
614,CA-2014-147760,,,,,,1883.7240000000002,,,,1883.7240000000002,,,,,
615,CA-2014-148166,,,,,,,,,,,,,,17.856,17.856
616,CA-2014-148404,,,,,,,,,,,,,,1027.21,1027.21
617,CA-2014-148474,,,,,,,,,,,,,,544.1399999999999,544.1399999999999
618,CA-2014-148810,,,,,,,,,287.42400000000004,287.42400000000004,,,,,
619,CA-2014-148922,,,,,,,,,,,,,684.7800000000001,,684.7800000000001
620,CA-2014-148999,,,,419.13599999999997,419.13599999999997,,,,,,,,,,
621,CA-2014-149146,,,,,,,,,,,,7.968000000000001,,,7.968000000000001
622,CA-2014-149853,,,,33.47200000000001,33.47200000000001,,,,,,,,,,
623,CA-2014-150910,,,,1090.348,1090.348,,,,,,,,,,
624,CA-2014-150931,,,,,,,,,,,,,,33.74,33.74
625,CA-2014-151211,,,,,,,,,,,,,,201.09,201.09
626,CA-2014-151218,4.464,,,,4.464,,,,,,,,,,
627,CA-2014-151855,,,,,,,,,39.251999999999995,39.251999999999995,,,,,
628,CA-2014-152786,,,,40.410000000000004,40.410000000000004,,,,,,,,,,
629,CA-2014-152968,,,,23.08,23.08,,,,,,,,,,
630,CA-2014-153339,,,,,,,,15.991999999999999,,15.991999999999999,,,,,
631,CA-2014-153654,,,,,,,,19.008000000000003,,19.008000000000003,,,,,
632,CA-2014-154088,,,,26.720000000000002,26.720000000000002,,,,,,,,,,
633,CA-2014-154123,,,,,,,,,,,,,,27.58,27.58
634,CA-2014-154816,,,,,,,,,5.78,5.78,,,,,
635,CA-2014-155089,,,,,,,,,,,,,,45.66000000000001,45.66000000000001
636,CA-2014-155159,,,48.87,,48.87,,,,,,,,,,
637,CA-2014-155292,,,,,,,,,,,204.98000000000002,,,,204.98000000000002
638,CA-2014-155698,,,,,,668.5400000000001,,,,668.5400000000001,,,,,
639,CA-2014-155705,,,866.4,,866.4,,,,,,,,,,
640,CA-2014-155824,,,,,,,,,61.876000000000005,61.876000000000005,,,,,
641,CA-2014-156272,,,,,,,,,64.384,64.384,,,,,
642,CA-2014-156769,54.66,,,,54.66,,,,,,,,,,
643,CA-2014-157854,,,,,,,,,2747.2500000000005,2747.2500000000005,,,,,
644,CA-2014-157931,,,,,,,,,,,,,830.24,,830.24
645,CA-2014-158386,,,,124.75,124.75,,,,,,,,,,
646,CA-2014-158407,,,,,,,,,103.968,103.968,,,,,
647,CA-2014-158561,,,,,,,,1158.12,,1158.12,,,,,
648,CA-2014-158729,1665.62,,,,1665.62,,,,,,,,,,
649,CA-2014-158743,,,,199.17000000000002,199.17000000000002,,,,,,,,,,
650,CA-2014-158883,,25.344,,,25.344,,,,,,,,,,
651,CA-2014-158967,19.104,,,,19.104,,,,,,,,,,
652,CA-2014-159100,,,,,,,,,1893.786,1893.786,,,,,
653,CA-2014-159135,,,,,,,,,,,,,,4.3,4.3
654,CA-2014-159464,,,,,,524.85,,,,524.85,,,,,
655,CA-2014-159667,,,,,,,,,,,,,,691.144,691.144
656,CA-2014-159954,,,,2.78,2.78,,,,,,,,,,
657,CA-2014-160017,,,,,,,,,10.368000000000002,10.368000000000002,,,,,
658,CA-2014-160423,,,,,,,,,,,,,,383.99199999999996,383.99199999999996
659,CA-2014-160458,,,25.920000000000005,,25.920000000000005,,,,,,,,,,
660,CA-2014-160724,,,,,,,,,34.5,34.5,,,,,
661,CA-2014-160899,,,,,,,,,,,,,477.51,,477.51
662,CA-2014-161046,,,,,,,839.25,,,839.25,,,,,
663,CA-2014-161053,726.9100000000001,,,,726.9100000000001,,,,,,,,,,
664,CA-2014-161088,,,,,,,,,,,,,,29.84,29.84
665,CA-2014-161130,,,,,,,,,361.37600000000003,361.37600000000003,,,,,
666,CA-2014-161200,,,161.14000000000001,,161.14000000000001,,,,,,,,,,
667,CA-2014-161592,,,,,,,,,8.100000000000001,8.100000000000001,,,,,
668,CA-2014-161851,,,,,,15.570000000000004,,,,15.570000000000004,,,,,
669,CA-2014-161970,,,,30.900000000000002,30.900000000000002,,,,,,,,,,
670,CA-2014-162033,,,,,,,,,,,,,,57.01,57.01
671,CA-2014-162173,,,,608.4300000000001,608.4300000000001,,,,,,,,,,
672,CA-2014-162635,10.816,,,,10.816,,,,,,,,,,
673,CA-2014-163321,,,79.992,,79.992,,,,,,,,,,
674,CA-2014-163335,79,,,,79.0,,,,,,,,,,
675,CA-2014-163510,,,400.39,,400.39,,,,,,,,,,
676,CA-2014-163629,,,,,,,,,286.09,286.09,,,,,
677,CA-2014-164756,,,,,,,,,997.83,997.83,,,,,
678,CA-2014-164917,,,,,,,,,47.96,47.96,,,,,
679,CA-2014-165029,,,,,,,,,12.84,12.84,,,,,
680,CA-2014-165204,,,728.9680000000001,,728.9680000000001,,,,,,,,,,
681,CA-2014-165687,,,,35.04,35.04,,,,,,,,,,
682,CA-2014-165715,,,,32.776,32.776,,,,,,,,,,
683,CA-2014-165904,,,,,,,,,,,,,,235.44000000000003,235.44000000000003
684,CA-2014-167871,,,,47.328,47.328,,,,,,,,,,
685,CA-2014-167941,,,831.3680000000002,,831.3680000000002,,,,,,,,,,
686,CA-2014-168102,,,,,,,,,113.56800000000001,113.56800000000001,,,,,
687,CA-2014-168389,,,,,,,,,873.811,873.811,,,,,
688,CA-2014-169005,,,,5.56,5.56,,,,,,,,,,
689,CA-2014-169012,,,,,,,,,41.910000000000004,41.910000000000004,,,,,
690,US-2011-102715,,,737.2,,737.2,,,,,,,,,,
691,US-2011-107405,,,,,,,,,16.272000000000002,16.272000000000002,,,,,
692,US-2011-109162,,,,,,,,,170.35200000000003,170.35200000000003,,,,,
693,US-2011-114377,,149.9,,,149.9,,,,,,,,,,
694,US-2011-115196,,,,1299.99,1299.99,,,,,,,,,,
695,US-2011-117135,,,425.66999999999996,,425.66999999999996,,,,,,,,,,
696,US-2011-117170,,,,52.608000000000004,52.608000000000004,,,,,,,,,,
697,US-2011-118997,,,,,,,,,1215.92,1215.92,,,,,
698,US-2011-125521,,,,,,,,,,,,,,1139.92,1139.92
699,US-2011-130358,23.119999999999997,,,,23.119999999999997,,,,,,,,,,
700,US-2011-138835,,,,,,,,,,,,,,9.64,9.64
701,US-2011-143581,,,,,,,,,344.90999999999997,344.90999999999997,,,,,
702,US-2011-147627,,,,1859.4,1859.4,,,,,,,,,,
703,US-2011-147774,,,,,,,,,67.194,67.194,,,,,
704,US-2011-150574,,,,252.61200000000002,252.61200000000002,,,,,,,,,,
705,US-2011-155502,,,,,,,,,,,,,,944.61,944.61
706,US-2011-155544,,,,310.528,310.528,,,,,,,,,,
707,US-2011-155817,,,,,,,,,,,,,,67.75999999999999,67.75999999999999
708,US-2011-156216,,,,,,,,,18.648000000000003,18.648000000000003,,,,,
709,US-2011-156559,,,,638.82,638.82,,,,,,,,,,
710,US-2011-157231,,,,,,,,,115.36,115.36,,,,,
711,US-2011-158057,,,,59.109000000000016,59.109000000000016,,,,,,,,,,
712,US-2011-164763,,,,,,,,,103.50000000000001,103.50000000000001,,,,,
713,US-2011-165659,,,,904.13,904.13,,,,,,,,,,
714,US-2011-167633,,,,15.552000000000003,15.552000000000003,,,,,,,,,,
715,US-2012-106495,11.672,,,,11.672,,,,,,,,,,
716,US-2012-108966,,,,979.9455,979.9455,,,,,,,,,,
717,US-2012-112508,,,,,,,,,6.992000000000001,6.992000000000001,,,,,
718,US-2012-113327,,,,,,,,,,,,,352.168,,352.168
719,US-2012-120572,,,,12.828000000000001,12.828000000000001,,,,,,,,,,
720,US-2012-123960,,,,207.82,207.82,,,,,,,,,,
721,US-2012-129553,,,,29.97,29.97,,,,,,,,,,
722,US-2012-130519,,,,,,,111.904,,,111.904,,,,,
723,US-2012-131842,,,,,,97.424,,,,97.424,,,,,
724,US-2012-134026,,,,1001.7600000000001,1001.7600000000001,,,,,,,,,,
725,US-2012-136476,,,,,,,,,157.79400000000004,157.79400000000004,,,,,
726,US-2012-136749,,,433.78,,433.78,,,,,,,,,,
727,US-2012-140851,,,,,,,,38.88,,38.88,,,,,
728,US-2012-145436,,,,551.264,551.264,,,,,,,,,,
729,US-2012-148817,,,,,,,,,125.64,125.64,,,,,
730,US-2012-149629,,,,,,,,231.92000000000002,,231.92000000000002,,,,,
731,US-2012-151435,,,85.98,,85.98,,,,,,,,,,
732,US-2012-158911,,,,,,,,,16.712000000000003,16.712000000000003,,,,,
733,US-2012-164357,,,,13.120000000000001,13.120000000000001,,,,,,,,,,
734,US-2012-168732,,,,129.64,129.64,,,,,,,,,,
735,US-2012-168935,,,,459.43350000000004,459.43350000000004,,,,,,,,,,
736,US-2013-101616,,,,,,87.28,,,,87.28,,,,,
737,US-2013-102232,,,,,,,,,197.04999999999998,197.04999999999998,,,,,
738,US-2013-106600,354.90000000000003,,,,354.90000000000003,,,,,,,,,,
739,US-2013-108504,,,,,,,,,,,,2075.51,,,2075.51
740,US-2013-108637,,,,,,,,,,,,,,334.2,334.2
741,US-2013-109260,,,,,,,,,,,,,,431.97600000000006,431.97600000000006
742,US-2013-113649,645.136,,,,645.136,,,,,,,,,,
743,US-2013-116400,39.92,,,,39.92,,,,,,,,,,
744,US-2013-119298,59.98,,,,59.98,,,,,,,,,,
745,US-2013-120929,,,189.882,,189.882,,,,,,,,,,
746,US-2013-121013,,,,1678,1678.0,,,,,,,,,,
747,US-2013-123750,,,,,,,,,,,,,,895.06,895.06
748,US-2013-131891,2.2140000000000004,,,,2.2140000000000004,,,,,,,,,,
749,US-2013-132857,,,,6.671999999999999,6.671999999999999,,,,,,,,,,
750,US-2013-134761,,36.192,,,36.192,,,,,,,,,,
751,US-2013-135209,,,,,,,,,,,,,62.752,,62.752
752,US-2013-135923,,,,530.2719999999999,530.2719999999999,,,,,,,,,,
753,US-2013-137295,,,,187.228,187.228,,,,,,,,,,
754,US-2013-138408,,,,,,,,1319.96,,1319.96,,,,,
755,US-2013-139262,,,,,,,,,,,,,,471.07800000000003,471.07800000000003
756,US-2013-140809,,,,,,56.449999999999996,,,,56.449999999999996,,,,,
757,US-2013-142251,,,32.064,,32.064,,,,,,,,,,
758,US-2013-144393,,,,,,,,,17.616000000000003,17.616000000000003,,,,,
759,US-2013-146570,,,,,,,,,,,,,,612.14,612.14
760,US-2013-147991,,,,16.72,16.72,,,,,,,,,,
761,US-2013-148803,,85.224,,,85.224,,,,,,,,,,
762,US-2013-148901,,,,,,,,,191.018,191.018,,,,,
763,US-2013-150357,,,,,,,,,24.703000000000003,24.703000000000003,,,,,
764,US-2013-150567,,,,,,,,,29.97000000000001,29.97000000000001,,,,,
765,US-2013-153815,,,,,,368.432,,,,368.432,,,,,
766,US-2013-155404,,,,,,,,,,,,,,13.28,13.28
767,US-2013-156692,,89.32000000000001,,,89.32000000000001,,,,,,,,,,
768,US-2013-158309,,,,,,,,,,,3.7440000000000007,,,,3.7440000000000007
769,US-2013-159415,,,,,,,,,79.12,79.12,,,,,
770,US-2013-161844,,,,,,,,82.91999999999999,,82.91999999999999,,,,,
771,US-2013-162677,187.616,,,,187.616,,,,,,,,,,
772,US-2013-164588,,,,12.84,12.84,,,,,,,,,,
773,US-2013-164630,,,,,,,,,959.9680000000001,959.9680000000001,,,,,
774,US-2013-167472,678.8699999999999,,,,678.8699999999999,,,,,,,,,,
775,US-2013-168620,,,,,,,,,,,,,823.6100000000001,,823.6100000000001
776,US-2013-169369,,,,299.07,299.07,,,,,,,,,,
777,US-2014-100930,,,,,,,,,,,,,,1735.8505000000002,1735.8505000000002
778,US-2014-102904,,,,239.92,239.92,,,,,,,,,,
779,US-2014-105935,,,,3002.65,3002.65,,,,,,,,,,
780,US-2014-108063,34.650000000000006,,,,34.650000000000006,,,,,,,,,,
781,US-2014-108315,,,,,,,,,,,,,,225.54600000000002,225.54600000000002
782,US-2014-109610,,,,,,,,701.96,,701.96,,,,,
783,US-2014-114356,,,,,,,,,,,,,,35.96,35.96
784,US-2014-115252,,,,,,,,,30.336000000000006,30.336000000000006,,,,,
785,US-2014-117450,,,,107.55200000000002,107.55200000000002,,,,,,,,,,
